file,events
37_rock_120_beat_4-4.mid,11
38_rock_120_beat_4-4.mid,11
39_jazz_120_beat_4-4.mid,43
3_rock_105_beat_4-4.mid,184
40_rock_120_beat_4-4.mid,13
41_rock_120_beat_4-4.mid,11
42_rock_120_beat_4-4.mid,16
43_rock_120_beat_4-4.mid,14
44_rock_120_beat_4-4.mid,25
45_rock_120_beat_4-4.mid,28
46_rock_120_beat_4-4.mid,10
47_rock_120_beat_4-4.mid,3
48_rock_120_beat_4-4.mid,17
49_rock_120_beat_4-4.mid,22
4_rock_105_beat_4-4.mid,160
50_rock_120_beat_4-4.mid,22
5_rock_105_beat_4-4.mid,132
6_rock_105_beat_4-4.mid,84
7_rock_105_beat_4-4.mid,259
8_jazz_105_beat_4-4.mid,415
9_rock_105_beat_4-4.mid,486
10_rock_100_beat_4-4.mid,113
11_rock_100_beat_4-4.mid,60
12_rock_100_beat_4-4.mid,44
13_rock_100_beat_4-4.mid,118
14_rock_100_beat_4-4.mid,23
15_rock_100_beat_4-4.mid,86
16_rock_100_beat_4-4.mid,350
17_rock_100_beat_4-4.mid,93
18_rock_100_beat_4-4.mid,34
19_rock_100_beat_4-4.mid,10
1_rock_100_beat_4-4.mid,215
20_rock_92_beat_4-4.mid,248
21_rock_92_beat_4-4.mid,72
22_rock_92_beat_4-4.mid,200
23_rock_92_beat_4-4.mid,39
24_rock_92_beat_4-4.mid,234
25_hiphop_92_beat_4-4.mid,209
26_hiphop_92_beat_4-4.mid,301
27_jazz_92_beat_4-4.mid,29
28_rock_92_beat_4-4.mid,70
29_rock_92_beat_4-4.mid,63
2_rock_100_beat_4-4.mid,143
30_rock_92_beat_4-4.mid,76
31_hiphop_92_beat_4-4.mid,83
32_hiphop_92_beat_4-4.mid,60
33_hiphop_92_beat_4-4.mid,29
34_rock_92_beat_4-4.mid,61
35_rock_92_beat_4-4.mid,73
36_rock_92_beat_4-4.mid,35
37_rock_92_beat_4-4.mid,164
38_rock_92_beat_4-4.mid,66
39_rock_92_fill_4-4.mid,20
3_rock_100_beat_4-4.mid,73
40_hiphop_110_beat_4-4.mid,118
41_hiphop_110_beat_4-4.mid,16
42_rock_110_beat_4-4.mid,94
43_rock_110_beat_4-4.mid,210
44_rock_110_fill_4-4.mid,46
45_rock_110_fill_4-4.mid,76
46_rock_110_fill_4-4.mid,82
47_rock_110_beat_4-4.mid,54
48_rock_110_beat_4-4.mid,46
4_rock_100_beat_4-4.mid,74
5_rock_100_beat_4-4.mid,288
6_rock_100_beat_4-4.mid,149
7_rock_100_beat_4-4.mid,110
8_rock_100_beat_4-4.mid,28
9_rock_100_beat_4-4.mid,57
1_rock_87_beat_4-4.mid,417
2_jazz_158_beat_4-4.mid,483
3_jazz-klezmer_152_beat_4-4.mid,374
4_latin-brazilian_92_beat_4-4.mid,215
5_latin-brazilian_184_beat_4-4.mid,316
6_blues-shuffle_134_beat_4-4.mid,84
7_blues-shuffle_134_beat_4-4.mid,52
8_blues-shuffle_112_beat_4-4.mid,98
9_latin-merengue_158_beat_4-4.mid,183
10_soul-groove10_102_beat_4-4.mid,284
1_funk-groove1_138_beat_4-4.mid,372
2_funk-groove2_105_beat_4-4.mid,334
3_soul-groove3_86_beat_4-4.mid,433
4_soul-groove4_80_beat_4-4.mid,207
5_funk-groove5_84_beat_4-4.mid,403
6_hiphop-groove6_87_beat_4-4.mid,247
7_pop-groove7_138_beat_4-4.mid,265
8_rock-groove8_65_beat_4-4.mid,266
9_soul-groove9_105_beat_4-4.mid,244
10_latin-brazilian-sambareggae_96_beat_4-4.mid,554
11_latin-brazilian-sambareggae_96_beat_4-4.mid,1746
12_latin-brazilian-sambareggae_96_beat_4-4.mid,2498
13_afrocuban-calypso_124_beat_4-4.mid,4274
14_latin-brazilian-songo_112_beat_4-4.mid,4987
15_funk_100_beat_4-4.mid,3268
16_rock_136_beat_4-4.mid,4196
17_blues-shuffle_72_beat_4-4.mid,2455
18_afrocuban_128_beat_4-4.mid,2322
19_middleeastern_126_beat_4-4.mid,2350
1_latin-brazilian-bossa_127_beat_4-4.mid,6913
20_latin-brazilian-baiao_110_beat_4-4.mid,3194
2_latin-brazilian-bossa_127_beat_4-4.mid,7428
3_latin-brazilian-samba_89_beat_4-4.mid,2315
4_latin-brazilian-samba_89_beat_4-4.mid,2127
5_latin-brazilian-samba_89_beat_4-4.mid,2978
6_latin-brazilian-maracatu_96_beat_4-4.mid,2636
7_latin-brazilian-maracatu_96_beat_4-4.mid,3055
8_latin-venezuelan-merengue_162_beat_5-8.mid,1639
9_latin-dominican-merengue_130_beat_4-4.mid,3606
10_neworleans-funk_102_beat_4-4.mid,1859
11_soul_96_beat_4-4.mid,1006
12_rock_105_beat_4-4.mid,1372
13_rock_140_beat_4-4.mid,480
14_rock_140_beat_4-4.mid,832
15_latin-venezuelan-joropo_80_beat_4-4.mid,1502
16_latin-ando_125_beat_3-4.mid,2099
17_latin-brazilian-samba_110_beat_4-4.mid,1980
18_latin-brazilian-samba_93_beat_4-4.mid,588
19_latin-brazilian-ijexa_108_beat_4-4.mid,808
1_latin-venezuelan-sangueo_101_beat_4-4.mid,947
20_latin-brazilian-ijexa_108_beat_4-4.mid,353
21_latin-brazilian-ijexa_108_beat_4-4.mid,875
22_latin-brazilian-frevo_133_beat_4-4.mid,2367
23_latin-brazilian-songo_120_beat_4-4.mid,1350
24_latin-brazilian-songo_120_beat_4-4.mid,1868
2_latin-brazilian_101_beat_4-4.mid,681
3_latin-brazilian_101_beat_4-4.mid,1279
4_reggae_141_beat_4-4.mid,1651
5_reggae_126_beat_4-4.mid,1782
6_neworleans-secondline_99_beat_4-4.mid,3245
7_neworleans-secondline_124_beat_4-4.mid,1520
8_neworleans-chacha_124_beat_4-4.mid,1166
9_neworleans-shuffle_104_beat_4-4.mid,1754
1_rock_70_beat_6-8.mid,242
2_rock_70_beat_6-8.mid,539
3_rock_80_beat_6-8.mid,147
4_rock_80_beat_6-8.mid,346
5_rock_60_beat_6-8.mid,423
1_rock_95_beat_4-4.mid,1469
2_rock_95_beat_4-4.mid,1194
3_rock_88_beat_4-4.mid,1494
1_rock_90_beat_4-4.mid,438
2_rock_100_beat_4-4.mid,592
3_rock_100_beat_4-4.mid,1267
4_rock_127_beat_4-4.mid,1080
5_rock_180_beat_4-4.mid,1118
6_rock_88_beat_4-4.mid,1196
7_rock_88_beat_4-4.mid,793
10_soul-groove10_102_beat_4-4.mid,258
1_funk-groove1_138_beat_4-4.mid,257
2_funk-groove2_105_beat_4-4.mid,254
3_soul-groove3_86_beat_4-4.mid,415
4_soul-groove4_80_beat_4-4.mid,187
5_funk-groove5_84_beat_4-4.mid,338
6_hiphop-groove6_87_beat_4-4.mid,323
7_pop-groove7_138_beat_4-4.mid,199
8_rock-groove8_65_beat_4-4.mid,221
9_soul-groove9_105_beat_4-4.mid,212
10_rock_93_beat_4-4.mid,482
11_rock_93_beat_4-4.mid,303
12_funk_102_beat_4-4.mid,566
13_funk_102_beat_4-4.mid,1046
14_jazz_100_beat_4-4.mid,292
15_jazz_112_beat_4-4.mid,497
16_hiphop_100_beat_4-4.mid,381
17_hiphop_100_beat_4-4.mid,666
18_hiphop_100_beat_4-4.mid,155
19_hiphop_100_fill_4-4.mid,33
1_rock_86_beat_4-4.mid,1364
20_hiphop_100_fill_4-4.mid,39
21_hiphop_100_fill_4-4.mid,82
22_hiphop_100_beat_4-4.mid,159
23_hiphop_100_fill_4-4.mid,13
24_hiphop_100_fill_4-4.mid,18
25_hiphop_100_fill_4-4.mid,17
26_hiphop_100_fill_4-4.mid,23
27_hiphop_100_fill_4-4.mid,21
28_hiphop_100_fill_4-4.mid,22
29_hiphop_100_fill_4-4.mid,27
2_rock_86_fill_4-4.mid,40
30_hiphop_100_fill_4-4.mid,26
31_hiphop_100_fill_4-4.mid,13
32_hiphop_100_fill_4-4.mid,18
33_hiphop_100_fill_4-4.mid,16
34_hiphop_100_fill_4-4.mid,22
35_hiphop_100_fill_4-4.mid,13
36_hiphop_100_fill_4-4.mid,17
37_hiphop_100_fill_4-4.mid,12
38_hiphop_100_beat_4-4.mid,190
39_hiphop_100_beat_4-4.mid,193
3_rock_86_fill_4-4.mid,36
40_hiphop_100_beat_4-4.mid,111
4_rock_86_fill_4-4.mid,28
5_rock_86_fill_4-4.mid,19
6_rock_86_fill_4-4.mid,20
7_rock_93_beat_4-4.mid,216
8_rock_93_beat_4-4.mid,1276
9_rock_93_beat_4-4.mid,690
100_pop_142_beat_4-4.mid,194
101_pop_142_beat_4-4.mid,381
102_pop_132_beat_4-4.mid,90
103_pop_132_beat_4-4.mid,384
104_pop_132_beat_4-4.mid,395
105_pop_132_beat_4-4.mid,141
106_soul-motown_104_beat_4-4.mid,523
107_soul-motown_104_fill_4-4.mid,7
108_soul-motown_104_beat_4-4.mid,282
109_soul-motown_104_fill_4-4.mid,11
10_rock_95_fill_4-4.mid,20
110_soul-motown_104_fill_4-4.mid,7
111_soul-motown_104_fill_4-4.mid,11
112_jazz-fusion_96_beat_4-4.mid,268
113_jazz-fusion_96_beat_4-4.mid,270
114_jazz-fusion_96_beat_4-4.mid,127
115_jazz-fusion_96_beat_4-4.mid,515
116_jazz-fusion_96_fill_4-4.mid,18
117_jazz-fusion_96_fill_4-4.mid,15
118_jazz-fusion_96_fill_4-4.mid,19
119_jazz-fusion_96_fill_4-4.mid,28
11_rock_95_fill_4-4.mid,18
120_jazz-fusion_96_fill_4-4.mid,21
121_jazz-fusion_96_fill_4-4.mid,6
122_jazz-fusion_96_fill_4-4.mid,28
123_hiphop_140_beat_4-4.mid,856
124_hiphop_140_fill_4-4.mid,19
125_hiphop_140_fill_4-4.mid,40
126_hiphop_140_fill_4-4.mid,39
127_hiphop_140_fill_4-4.mid,48
128_hiphop_140_fill_4-4.mid,45
129_hiphop_140_fill_4-4.mid,31
12_rock_95_beat_4-4.mid,35
130_hiphop_140_fill_4-4.mid,24
131_hiphop_140_fill_4-4.mid,29
132_hiphop_140_fill_4-4.mid,26
133_hiphop_140_fill_4-4.mid,37
13_rock_95_fill_4-4.mid,18
14_rock_95_beat_4-4.mid,223
15_rock_118_beat_4-4.mid,1102
16_rock_118_fill_4-4.mid,18
17_rock_118_fill_4-4.mid,38
18_rock_118_fill_4-4.mid,36
19_rock_118_fill_4-4.mid,24
1_rock_120_beat_4-4.mid,502
20_rock_118_fill_4-4.mid,39
21_rock_118_fill_4-4.mid,11
22_rock_118_beat_4-4.mid,3
23_rock_118_fill_4-4.mid,10
24_rock_118_beat_4-4.mid,185
25_rock_118_fill_4-4.mid,8
26_rock_118_beat_4-4.mid,380
27_rock_75_beat_4-4.mid,710
28_rock_75_fill_4-4.mid,8
29_rock_75_beat_4-4.mid,193
2_rock_120_beat_4-4.mid,57
30_rock_75_beat_4-4.mid,48
31_rock_75_fill_4-4.mid,16
32_rock_75_fill_4-4.mid,13
33_rock_75_beat_4-4.mid,150
34_rock_75_fill_4-4.mid,15
35_rock_75_fill_4-4.mid,8
36_rock_75_fill_4-4.mid,235
37_rock_112_beat_4-4.mid,933
38_rock_112_fill_4-4.mid,12
39_rock_112_fill_4-4.mid,8
3_rock_120_beat_4-4.mid,30
40_rock_112_fill_4-4.mid,33
41_rock_112_fill_4-4.mid,39
42_rock_112_fill_4-4.mid,26
43_rock_112_fill_4-4.mid,22
44_rock_112_fill_4-4.mid,12
45_rock_135_beat_4-4.mid,687
46_rock_135_beat_4-4.mid,333
47_rock_135_fill_4-4.mid,17
48_rock_135_fill_4-4.mid,30
49_rock_135_beat_4-4.mid,125
4_rock_120_beat_4-4.mid,91
50_rock_135_fill_4-4.mid,12
51_rock_135_fill_4-4.mid,30
52_rock_135_fill_4-4.mid,33
53_rock_135_beat_4-4.mid,283
54_soul-motown_148_beat_4-4.mid,1150
55_soul-motown_148_fill_4-4.mid,19
56_soul-motown_148_fill_4-4.mid,17
57_soul-motown_148_fill_4-4.mid,73
58_soul-motown_148_fill_4-4.mid,45
59_soul-motown_148_fill_4-4.mid,43
5_rock_120_beat_4-4.mid,13
60_soul-motown_148_fill_4-4.mid,6
61_soul-motown_148_fill_4-4.mid,6
62_soul-motown_148_fill_4-4.mid,33
63_soul-motown_148_beat_4-4.mid,276
64_rock_145_beat_4-4.mid,808
65_rock_145_fill_4-4.mid,19
66_rock_145_fill_4-4.mid,22
67_rock_145_fill_4-4.mid,34
68_rock_145_fill_4-4.mid,27
69_rock_145_fill_4-4.mid,34
6_rock_120_beat_4-4.mid,345
70_rock_145_fill_4-4.mid,31
71_rock_145_fill_4-4.mid,59
72_funk_100_beat_4-4.mid,997
73_funk_100_fill_4-4.mid,12
74_funk_100_fill_4-4.mid,15
75_funk_100_fill_4-4.mid,21
76_funk_100_beat_4-4.mid,37
77_funk_100_beat_4-4.mid,81
78_funk_100_beat_4-4.mid,29
79_funk_100_beat_4-4.mid,229
7_rock_120_beat_4-4.mid,39
80_country_78_beat_4-4.mid,683
81_country_78_fill_4-4.mid,20
82_country_78_fill_4-4.mid,5
83_country_78_fill_4-4.mid,9
84_country_78_fill_4-4.mid,10
85_country_78_fill_4-4.mid,14
86_country_78_fill_4-4.mid,10
87_hiphop_75_beat_4-4.mid,1278
88_hiphop_75_fill_4-4.mid,23
89_hiphop_75_fill_4-4.mid,43
8_rock_95_beat_4-4.mid,605
90_hiphop_75_fill_4-4.mid,32
91_hiphop_75_fill_4-4.mid,41
92_hiphop_75_beat_4-4.mid,122
93_hiphop_75_beat_4-4.mid,217
94_hiphop_75_fill_4-4.mid,82
95_hiphop_75_fill_4-4.mid,61
96_pop_142_beat_4-4.mid,668
97_pop_142_beat_4-4.mid,272
98_pop_142_fill_4-4.mid,32
99_pop_142_fill_4-4.mid,59
9_rock_95_fill_4-4.mid,11
100_hiphop_70_fill_4-4.mid,33
101_hiphop_70_fill_4-4.mid,30
102_hiphop_70_fill_4-4.mid,56
103_hiphop_70_fill_4-4.mid,26
104_hiphop_70_fill_4-4.mid,25
105_hiphop_70_fill_4-4.mid,20
106_hiphop_70_beat_4-4.mid,495
107_hiphop_70_fill_4-4.mid,18
108_rock_95_beat_4-4.mid,868
109_rock_95_beat_4-4.mid,340
10_rock_60_beat_4-4.mid,650
110_rock_95_fill_4-4.mid,16
111_rock_95_fill_4-4.mid,21
112_rock_95_fill_4-4.mid,21
113_rock_95_fill_4-4.mid,13
114_rock_95_fill_4-4.mid,21
115_rock_95_fill_4-4.mid,12
116_rock_95_fill_4-4.mid,13
117_rock_95_beat_4-4.mid,165
118_rock_95_fill_4-4.mid,19
119_rock_95_beat_4-4.mid,166
11_pop-soft_83_beat_4-4.mid,615
120_rock_93_beat_4-4.mid,737
121_rock_93_fill_4-4.mid,19
122_rock_93_fill_4-4.mid,22
123_rock_93_fill_4-4.mid,24
124_rock_93_fill_4-4.mid,17
125_rock_93_fill_4-4.mid,35
126_rock_93_fill_4-4.mid,36
127_rock_93_fill_4-4.mid,35
128_rock_93_fill_4-4.mid,35
129_rock_93_beat_4-4.mid,418
12_pop-soft_83_fill_4-4.mid,16
130_soul_105_beat_4-4.mid,225
131_soul_105_beat_4-4.mid,287
132_soul_105_beat_4-4.mid,951
133_soul_105_beat_4-4.mid,566
134_soul_105_fill_4-4.mid,18
135_soul_105_fill_4-4.mid,15
136_soul_105_fill_4-4.mid,17
137_soul_105_fill_4-4.mid,17
138_soul_105_fill_4-4.mid,19
139_soul_105_fill_4-4.mid,20
13_pop-soft_83_fill_4-4.mid,15
140_soul_105_fill_4-4.mid,17
141_soul_105_fill_4-4.mid,16
142_soul_105_fill_4-4.mid,16
143_soul_105_fill_4-4.mid,18
144_soul_105_fill_4-4.mid,15
145_soul_105_fill_4-4.mid,15
146_soul_105_fill_4-4.mid,36
147_soul_105_fill_4-4.mid,25
148_soul_105_fill_4-4.mid,40
149_soul_105_fill_4-4.mid,24
14_pop-soft_83_fill_4-4.mid,20
150_soul_105_beat_4-4.mid,528
151_soul_98_beat_4-4.mid,698
152_soul_98_fill_4-4.mid,16
153_soul_98_fill_4-4.mid,21
154_soul_98_fill_4-4.mid,25
155_soul_98_fill_4-4.mid,21
156_soul_98_fill_4-4.mid,36
157_soul_98_fill_4-4.mid,24
158_soul_98_fill_4-4.mid,18
159_soul_98_beat_4-4.mid,209
15_pop-soft_83_fill_4-4.mid,15
16_pop-soft_83_fill_4-4.mid,10
17_pop-soft_83_fill_4-4.mid,12
18_pop-soft_83_fill_4-4.mid,19
19_pop-soft_83_fill_4-4.mid,10
1_rock_60_beat_4-4.mid,472
20_pop-soft_83_fill_4-4.mid,18
21_pop-soft_83_fill_4-4.mid,23
22_pop-soft_83_beat_4-4.mid,246
23_pop-soft_83_beat_4-4.mid,143
24_hiphop_67_beat_4-4.mid,739
25_hiphop_67_fill_4-4.mid,15
26_hiphop_67_fill_4-4.mid,15
27_hiphop_67_fill_4-4.mid,23
28_hiphop_67_fill_4-4.mid,20
29_hiphop_67_fill_4-4.mid,15
2_rock_60_fill_4-4.mid,8
30_hiphop_67_fill_4-4.mid,19
31_hiphop_67_fill_4-4.mid,40
32_hiphop_67_fill_4-4.mid,32
33_hiphop_67_fill_4-4.mid,32
34_hiphop_67_fill_4-4.mid,30
35_hiphop_67_fill_4-4.mid,31
36_hiphop_67_fill_4-4.mid,43
37_hiphop_67_fill_4-4.mid,39
38_hiphop_67_beat_4-4.mid,443
39_rock-indie_63_beat_4-4.mid,960
3_rock_60_fill_4-4.mid,4
40_rock-indie_63_fill_4-4.mid,8
41_rock-indie_63_fill_4-4.mid,10
42_rock-indie_63_fill_4-4.mid,4
43_rock-indie_63_fill_4-4.mid,6
44_rock-indie_63_fill_4-4.mid,7
45_rock-indie_63_fill_4-4.mid,15
46_rock-indie_63_beat_4-4.mid,518
47_funk_112_beat_4-4.mid,708
48_funk_112_beat_4-4.mid,92
49_funk_112_beat_4-4.mid,264
4_rock_60_fill_4-4.mid,7
50_funk_112_fill_4-4.mid,8
51_funk_112_fill_4-4.mid,8
52_funk_112_fill_4-4.mid,13
53_funk_112_fill_4-4.mid,17
54_funk_112_fill_4-4.mid,14
55_funk_112_fill_4-4.mid,17
56_funk_112_fill_4-4.mid,25
57_funk_112_fill_4-4.mid,32
58_funk_112_fill_4-4.mid,17
59_funk_112_fill_4-4.mid,13
5_rock_60_fill_4-4.mid,9
60_funk_112_fill_4-4.mid,14
61_funk_112_fill_4-4.mid,43
62_funk_112_fill_4-4.mid,41
63_funk_112_fill_4-4.mid,36
64_funk_112_beat_4-4.mid,283
65_funk_112_beat_4-4.mid,677
66_funk_112_fill_4-4.mid,18
67_neworleans-funk_93_beat_4-4.mid,1361
68_neworleans-funk_93_fill_4-4.mid,17
69_neworleans-funk_93_fill_4-4.mid,14
6_rock_60_fill_4-4.mid,9
70_neworleans-funk_93_fill_4-4.mid,41
71_neworleans-funk_93_fill_4-4.mid,33
72_neworleans-funk_93_fill_4-4.mid,26
73_neworleans-funk_93_fill_4-4.mid,51
74_neworleans-funk_93_fill_4-4.mid,39
75_neworleans-funk_93_fill_4-4.mid,42
76_neworleans-funk_93_fill_4-4.mid,38
77_neworleans-funk_93_fill_4-4.mid,38
78_neworleans-funk_93_fill_4-4.mid,33
79_neworleans-funk_93_fill_4-4.mid,19
7_rock_60_fill_4-4.mid,12
80_neworleans-funk_93_fill_4-4.mid,35
81_neworleans-funk_93_fill_4-4.mid,24
82_neworleans-funk_93_fill_4-4.mid,20
83_neworleans-funk_93_fill_4-4.mid,24
84_neworleans-funk_93_fill_4-4.mid,43
85_neworleans-funk_93_fill_4-4.mid,53
86_neworleans-funk_93_fill_4-4.mid,49
87_neworleans-funk_93_fill_4-4.mid,37
88_neworleans-funk_93_fill_4-4.mid,35
89_neworleans-funk_93_fill_4-4.mid,46
8_rock_60_fill_4-4.mid,6
90_neworleans-funk_93_fill_4-4.mid,48
91_neworleans-funk_93_beat_4-4.mid,415
92_hiphop_70_beat_4-4.mid,1168
93_hiphop_70_fill_4-4.mid,16
94_hiphop_70_fill_4-4.mid,25
95_hiphop_70_fill_4-4.mid,32
96_hiphop_70_fill_4-4.mid,37
97_hiphop_70_fill_4-4.mid,29
98_hiphop_70_fill_4-4.mid,43
99_hiphop_70_fill_4-4.mid,30
9_rock_60_fill_4-4.mid,4
10_soul-groove10_102_beat_4-4.mid,274
1_funk-groove1_138_beat_4-4.mid,297
2_funk-groove2_105_beat_4-4.mid,254
3_soul-groove3_86_beat_4-4.mid,400
4_soul-groove4_80_beat_4-4.mid,222
5_funk-groove5_84_beat_4-4.mid,343
6_hiphop-groove6_87_beat_4-4.mid,313
7_pop-groove7_138_beat_4-4.mid,197
8_rock-groove8_65_beat_4-4.mid,223
9_soul-groove9_105_beat_4-4.mid,208
10_neworleans-funk_82_beat_4-4.mid,1442
11_neworleans-funk_82_beat_4-4.mid,1312
12_latin_118_beat_4-4.mid,1134
13_latin_118_beat_4-4.mid,956
14_hiphop_94_beat_4-4.mid,1129
15_hiphop_94_beat_4-4.mid,1060
16_afrobeat_90_beat_4-4.mid,1553
17_afrobeat_90_beat_4-4.mid,1194
18_funk_108_beat_4-4.mid,1686
19_funk_108_beat_4-4.mid,2111
1_funk_95_beat_4-4.mid,1567
20_rock-shuffle_112_beat_4-4.mid,1147
21_rock-shuffle_112_beat_4-4.mid,1056
22_funk_115_beat_4-4.mid,2466
23_hiphop_70_beat_4-4.mid,643
24_funk-latin_100_beat_4-4.mid,1683
25_funk-latin_100_beat_4-4.mid,1007
26_afrobeat_94_beat_4-4.mid,2360
27_latin_122_beat_4-4.mid,2872
28_rock_102_beat_4-4.mid,1305
2_funk_95_beat_4-4.mid,927
3_hiphop_90_beat_4-4.mid,374
4_hiphop_90_beat_4-4.mid,1054
5_hiphop_90_beat_4-4.mid,1016
6_funk_80_beat_4-4.mid,1411
7_funk_80_beat_4-4.mid,1154
8_funk_96_beat_4-4.mid,677
9_funk_96_beat_4-4.mid,493
10_hiphop_86_beat_4-4.mid,1062
11_funk_81_beat_4-4.mid,1871
12_funk_81_beat_4-4.mid,1518
13_afrobeat_103_beat_4-4.mid,1537
14_afrobeat_103_beat_4-4.mid,852
15_funk_95_beat_4-4.mid,1221
16_funk_95_beat_4-4.mid,915
17_afrobeat_85_beat_4-4.mid,1732
18_afrobeat_85_beat_4-4.mid,887
19_neworleans-funk_90_beat_4-4.mid,1964
1_funk_92_beat_4-4.mid,1847
20_neworleans-funk_90_beat_4-4.mid,1830
21_afrobeat_110_beat_4-4.mid,2945
22_rock_96_beat_4-4.mid,1464
23_rock_96_beat_4-4.mid,1158
24_latin_84_beat_4-4.mid,1771
25_latin_84_beat_4-4.mid,1201
26_dance-disco_137_beat_4-4.mid,2817
27_dance-disco_137_beat_4-4.mid,1390
28_latin-bounce_106_beat_4-4.mid,2395
29_latin-bounce_106_beat_4-4.mid,1490
2_funk_92_beat_4-4.mid,3814
30_afrobeat_98_beat_4-4.mid,1585
31_afrobeat_98_beat_4-4.mid,1170
32_rock_117_beat_4-4.mid,1800
33_rock_117_beat_4-4.mid,826
34_latin-brazilian-songo_120_beat_4-4.mid,1868
35_latin-brazilian-songo_120_beat_4-4.mid,2127
36_latin_118_beat_4-4.mid,1697
37_rock_112_beat_4-4.mid,1626
38_rock_112_beat_4-4.mid,1213
39_rock-indie_104_beat_4-4.mid,1593
3_afrobeat_114_beat_4-4.mid,2438
40_rock-indie_104_beat_4-4.mid,1060
41_highlife_126_beat_4-4.mid,2632
42_highlife_126_beat_4-4.mid,1370
4_afrobeat_114_beat_4-4.mid,2260
5_funk_91_beat_4-4.mid,2190
6_funk_91_beat_4-4.mid,1966
7_latin_95_beat_4-4.mid,1817
8_latin_95_beat_4-4.mid,1396
9_hiphop_86_beat_4-4.mid,1268
10_rock_100_beat_4-4.mid,43
11_rock_100_beat_4-4.mid,80
12_rock_100_beat_4-4.mid,70
13_rock_120_beat_4-4.mid,416
14_rock_120_beat_4-4.mid,1006
15_rock_120_beat_4-4.mid,109
16_rock_120_beat_4-4.mid,54
17_rock_120_beat_4-4.mid,45
18_rock_120_beat_4-4.mid,181
19_rock_120_beat_4-4.mid,327
1_rock_100_beat_4-4.mid,337
20_rock_120_beat_4-4.mid,1154
21_rock_120_beat_4-4.mid,45
22_rock_120_beat_4-4.mid,221
23_rock_120_beat_4-4.mid,496
24_rock_90_beat_4-4.mid,468
25_rock_90_beat_4-4.mid,262
26_rock_90_beat_4-4.mid,258
27_rock_90_beat_4-4.mid,51
28_rock_90_beat_4-4.mid,319
29_rock_90_beat_4-4.mid,110
2_rock_100_beat_4-4.mid,316
30_rock_90_beat_4-4.mid,192
3_rock_100_beat_4-4.mid,384
4_rock_100_beat_4-4.mid,89
5_rock_100_beat_4-4.mid,548
6_rock_100_beat_4-4.mid,38
7_rock_100_beat_4-4.mid,160
8_rock_100_beat_4-4.mid,95
9_rock_100_beat_4-4.mid,62
